,company,job title,location,job description,salary estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
23,Zerotime Solutions,Node js developer,Ahmedabad,"Senior Nodejs Developer
Responsibilities: 1. Developing and maintaining all server-side network components. 2. Ensuring optimal performance of the central database and responsiveness to front-end requests. 3. Collaborating with front-end developers on the integration of elements. 4. Designing customer-facing UI and back-end services for various business processes. 5. Developing high-performance applications by writing testable, reusable, and efficient code. 6. Implementing effective security protocols, data protection measures, and storage solutions. 7. Running diagnostic tests, repairing defects, and providing technical support. 8. Documenting Node.js processes, including database schemas, as well as preparing reports. 9. Recommending and implementing improvements to processes and technologies. 10. Keeping informed of advancements in the field of Node.js development.
Job Types: Full-time, Regular / Permanent
Salary: ₹30,000.00 - ₹120,000.00 per month
Benefits:
Leave encashment
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Ability to commute/relocate:
Ahmedabad, Ahmedabad - 380015, Gujarat: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
software development: 1 year (Required)
Node.js: 2 years (Required)
Language:
English (Preferred)
Show Less
Report",₹2L - ₹4L (Glassdoor Est.),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24,"BOEING
3.8",Experienced Software Engineer - Full Stack,Bangalore,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Overview
Boeing is the world’s largest (Per Boeing LinkedIn page) aerospace company and a leading provider of commercial airplanes, defense, space, and security systems, and global services. Building on a legacy of over a century of innovation and leadership, Boeing continues to lead the way in technology and innovation, customer delivery, and investment in its people and future growth of aerospace.
In India, Boeing has been a strong partner to the Indian aerospace and defense sectors for more than 75 years. People at Boeing have been supporting mission readiness and modernization of India’s defense forces, and enabling connected, safer, and smarter flying experiences, in the sky, in the seas, and in space.
Technology for today and tomorrow
The Boeing India Engineering & Technology Center (BIETC) is a 3000+ diverse engineering workforce that contributes to global aerospace growth. Our engineers deliver cutting-edge R&D, innovation, and high-quality engineering work in global markets, and leverage new-age technologies such as AI/ML, IIoT, Cloud, Model-Based Engineering, and Additive Manufacturing, shaping the future of aerospace.
People-driven culture
At Boeing, we believe creativity and innovation thrives when every employee is trusted, empowered, and has the flexibility to choose, grow, learn, and explore. We offer variable arrangements depending upon business and customer needs, and professional pursuits that offer greater flexibility in the way our people work. We also believe that collaboration, frequent team engagements, and face-to-face meetings bring diverse perspectives and thoughts – enabling every voice to be heard and every perspective to be respected. No matter where or how our teammates work, we are committed to positively shaping people’s careers and being thoughtful about employee wellbeing.
At Boeing, we are inclusive, diverse, and transformative.
With us, you can create and contribute to what matters most in your career, community, country, and world. Join us in powering the progress of global aerospace.
Boeing Digital Aviation Solutions team is currently looking for one Flight Domain - Navigation Solutions Experienced Software Engineer - Full Stack to join their team in Bengaluru, KA. As an Experienced Software Engineer, you will be part of the Boeing Global Services Digital Solutions team, which develops software applications and products that create direct value to its customers. We provide re-vamped work environments focused on delivering data-driven solutions at a rapidly increased pace over traditional development. Be a part of our passionate and motivated team who are excited to use the latest in software technologies for modern web and mobile application development. Through our products we deliver innovative solutions to our global customer base at an accelerated pace.
Position Responsibilities:
Estimate user stories/features (story point estimation) and tasks in hours with the required level of accuracy and commit them as part of Sprint Planning.
Contributes to the Backlog refinement meetings by promptly asking relevant questions to ensure requirements achieve the right level of DOR.
Works with the Product Owner to confirm that the code and acceptance tests reflect the desired functionality.
Raise any impediments/risks (technical/operational/personal) they come across and approaches Scrum Master/Technical Architect/PO accordingly to arrive at a solution.
Update the status and the remaining efforts for their tasks on a daily basis
Ensures change requests are treated correctly and tracked in the system, impact analysis done and risks/timelines are appropriately communicated.
Develops working software towards committed Team PI Objectives and Iteration plans.
Delivers working software in accordance with expected quality standards.
Designs for testability: Design and evolve the system to support testability and test automation.
Works on prototyping and evaluates technical feasibility
Employer will not sponsor applicants for employment visa status.
Basic Qualifications (Required Skills/Experience): (9-12 years)
Primary Skills:
Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 9 to 12 years' related work experience or an equivalent combination of education and experience (e.g. Master 8 to 11 years' related work experience.
Java, Data integration service with REST API, Session and Exception Handler, JSON and XML
Experience in the Architecting, Designing and Developing full stack modules and components
Experience with Micro services based architecture
Springboot, Spring MVC, Spring JPA, Spring Security
Experience in designing REST API based applications
Azure cloud experience
Must be able to develop reusable components
Experience in writing testable, scalable, flexible, robust and efficient applications
Must write unit test cases
Knowledge on PostgreSQL, PostGIS, ArcGIS, QGIS, NoSQL
Experience with Container based approach with Docker, Kubernetes
Experience working in DevOps environment
Secondary Skills:
Front End web development experience in Angular
Experience with Python
Preferred Qualifications (Desired Skills/Experience):
Certification in Azure cloud
Knowledge on DO-200, DO-272
Knowledge of Aviation domain, Arinc 424, AMDB, Navigation databases, Weather
Agile (BDD with JUnit and Code repositories in Git – with feature branch based development CI/CD)
Knowledge on Standards for Processing Aeronautical Data
Knowledge on Aerodrome Mapping Information
Knowledge on Airspace domain
Typical Education & Experience:
Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 9 to 12 years' related work experience or an equivalent combination of education and experience (e.g. Master 8 to 11 years' related work experience.

Export Control Requirements: Not an export control position

Equal Opportunity Employer:
We are an equal opportunity employer. We do not accept unlawful discrimination in our recruitment or employment practices on any grounds including but not limited to; color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military and veteran status, or other characteristics covered by applicable law.
We have teams in more than 65 countries, and each person plays a role in helping us become one of the world’s most innovative, diverse and inclusive companies. Applicants are encouraged to share with our recruitment team any accommodations required during the recruitment process.
Show Less
Report",₹2L - ₹4L (Glassdoor Est.),10000+ Employees,Company - Public,Aerospace & Defence,Aerospace & Defence,1916,$10+ billion (USD)
25,"BOEING
3.8",Lead Software Engineer,Bangalore,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Overview
Boeing is the world’s largest (Per Boeing LinkedIn page) aerospace company and a leading provider of commercial airplanes, defense, space, and security systems, and global services. Building on a legacy of over a century of innovation and leadership, Boeing continues to lead the way in technology and innovation, customer delivery, and investment in its people and future growth of aerospace.
In India, Boeing has been a strong partner to the Indian aerospace and defense sectors for more than 75 years. People at Boeing have been supporting mission readiness and modernization of India’s defense forces, and enabling connected, safer, and smarter flying experiences, in the sky, in the seas, and in space.
Technology for today and tomorrow
The Boeing India Engineering & Technology Center (BIETC) is a 3000+ diverse engineering workforce that contributes to global aerospace growth. Our engineers deliver cutting-edge R&D, innovation, and high-quality engineering work in global markets, and leverage new-age technologies such as AI/ML, IIoT, Cloud, Model-Based Engineering, and Additive Manufacturing, shaping the future of aerospace.
People-driven culture
At Boeing, we believe creativity and innovation thrives when every employee is trusted, empowered, and has the flexibility to choose, grow, learn, and explore. We offer variable arrangements depending upon business and customer needs, and professional pursuits that offer greater flexibility in the way our people work. We also believe that collaboration, frequent team engagements, and face-to-face meetings bring diverse perspectives and thoughts – enabling every voice to be heard and every perspective to be respected. No matter where or how our teammates work, we are committed to positively shaping people’s careers and being thoughtful about employee wellbeing.
At Boeing, we are inclusive, diverse, and transformative.
With us, you can create and contribute to what matters most in your career, community, country, and world. Join us in powering the progress of global aerospace.
The Boeing Company is hiring for Lead Software Engineer to join the Boeing India Engineering Team and will be based out of Bangalore. This position will report to Boeing India Engineering organization.
A successful candidate will understand the importance of collaboration as these positions will focus on working directly with the Engineering Manager to implement new software designs to meet their organizational goals
Position Responsibilities:
Develops, documents and maintains architectures, requirements, algorithms, interfaces and designs for software systems.
Has strong experience in Flight Management Systems. Capable of simulating any scenarios and also able to guide the team on the same.
Develops and maintains code and integrates software components into a fully functional software system.
Develops software verification plans, test procedures and test environments, executing the test procedures and documenting test results to ensure software system requirements are met.
Develops, selects, tailors and deploys software processes, tools and metrics. Serves as a subject matter expert for software domains, system-specific issues, processes and regulations. Tracks and evaluates software team and supplier performance to ensure product and process conformance to project plans and industry standards. Works under general direction.
Development of diverse engineering solutions for integrated avionics software. Development, integration, and testing of software system on embedded hardware. Development of engineering documentation and configuration management of system software infrastructure.
Employer will not sponsor applicants for employment visa status.
Basic Qualifications (Required Skills/Experience):
Technical Bachelor's degree or Master degree
The ideal candidate is a self-starter and someone who works well within a team
Solid programming knowledge with C/C++ and Python.
Real Time Operating System (RTOS) experience
Experience writing and developing software requirements with little or to no existing requirements
Experience with Linux or Unix experience is desirable
Strong experience in Flight Management Systems
Simulating the various scenarios in FMS and guiding the team on complex scenarios.
Mentor, guide team to resolve any technical issues. Proactively communicate with all stakeholders and take actions to find solution for complex issues.
Typical Education & Experience:
Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 12 years' related work experience or an equivalent combination of education and experience (e.g. Master + 11 years' related work experience.)
Relocation:
This position does offer relocation within INDIA.

Export Control Requirements: Not an export control position

Equal Opportunity Employer:
We are an equal opportunity employer. We do not accept unlawful discrimination in our recruitment or employment practices on any grounds including but not limited to; color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military and veteran status, or other characteristics covered by applicable law.
We have teams in more than 65 countries, and each person plays a role in helping us become one of the world’s most innovative, diverse and inclusive companies. Applicants are encouraged to share with our recruitment team any accommodations required during the recruitment process.
Show Less
Report",₹2L - ₹4L (Glassdoor Est.),10000+ Employees,Company - Public,Aerospace & Defence,Aerospace & Defence,1916,$10+ billion (USD)
26,Clikzop Innovations Pvt. Ltd.,Wordpress Developer,India,"Responsibilities:
Create website layout/user interface by using wordpress.
Integrate data from various back-end services and databases
Manage front-end and back-end website development
Create WordPress plug-ins and themes
Conducting website performance tests.
Troubleshooting content issues.
Requirements:
Bachelor’s degree in computer science or a similar field.
Minimum 6 months of work experience as a WordPress developer.
Good understanding of website architecture and aesthetics.
Ability to manage projects.
Good communication skills.
Job Type: Full-time
Salary: ₹15,000.00 - ₹20,000.00 per month
Benefits:
Leave encashment
Paid sick time
Schedule:
Day shift
Supplemental pay types:
Overtime pay
Yearly bonus
Ability to commute/relocate:
Zirakpur, Zirakpur - 140603, Punjab: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 1 year (Preferred)
Show Less
Report",₹2L - ₹4L (Glassdoor Est.),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27,BPSPLUS PVT LTD,Sr. iOS Developer,Bangalore,"Address: Office No-06, Gamma Block, 3rd Floor, Sigma Soft Tech Park, Whitefield Main Road, Varthur Kodi, Bangalore
Walkin anyday From: 10:00am to 05:00pm
Contact at 9486897750
Lead iOS Developer Position Summary:
PayRup is looking for an enthusiastic iOS Lead Developer for our payment application projects.
This is a great position for a self-motivated driven individual, seeking a high responsibility role with room for growth.
Desired skills and experience:
iOS programmer with 4-10 years of experience with an understanding of iOS SDK, Swift language, and mobile app development.
Xcode13 system version
Experience in developing iPhone/iPad applications would be a plus.
Strong knowledge of Cocoa and Cocoa Touch Frameworks.
Strong background in mobile design patterns for iOS.
Should have knowledge of Storyboard, CoreData, and QuartzCore, and ARC, etc.
Solid knowledge in REST API, XML, SOAP, and JSON. Strong experience with object-oriented analysis, design, and programming (OOA/OOD/OOP).
Flexibility and willingness to learn in a high-pressure start-up environment.
Ability to adapt and pick up new techniques and technology.
Ability to analyze problems and identify solutions with minimal direction.
Tools knowledge: XCode 7.2 and above.
Working knowledge in Agile Methodology.
Ability to work on multiple projects at one time.
Roles & Responsibilities:
Lead and help our iOS developer team in developing the iOS Mobile App.
Collaborate with cross-functional teams to define, design, and ship new features.
Architect and code advanced applications for the iOS platform.
Understanding business requirements and creating customer workflows.
Develop new and existing iOS applications.
Provide estimates on development cycles.
Work on bug fixing and improving application performance.
Deliver across the entire app life cycle concept, design, build, deploy, test, release to app stores, and support.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Development based on the client requirements.
Assist in creating functional/technical specifications for new mobile applications.
Test, debug, and maintain the application software throughout the product lifecycle.
Take ownership of the project through the entire development lifecycle.
Primary duties include Programming, debugging, UI design, focusing on usability specific to the iPhone application.
Job Type: Full-time
Salary: ₹500,000.00 - ₹1,500,000.00 per year
Schedule:
Day shift
Ability to commute/relocate:
Whitefield, Bengaluru - 560066, Karnataka: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Notice Period
Current CTC
Experience:
total work: 3 years (Required)
Work Location: One location
Show Less
Report",₹2L - ₹4L (Glassdoor Est.),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28,"Fives
3.7",Backend Engineer/ IOT Developer,Chennai,"Job location
Job location
Asia, India, Tamil Nadu, Chennai
City and Zip code
600017
Job details
Job title
Backend Engineer/ IOT Developer
Job type
Permanent position
Job content
Job description
Fives is a global industrial engineering group based in Paris, France, that designs and supplies machines, process equipment and production lines for the world’s largest industrial sectors including aerospace, automotive, steel, aluminium, glass, cement, logistics and energy. Headquartered in Paris, Fives is located in over 30 countries with more than 8000 employees.
Fives is seeking a Software Engineer / Senior Software Engineer for their office located in Chennai, India. The position is an integral part of the Group IT development team working on custom software solutions for the Group IT requirements. We are looking for engineer specialized in backend technology.
You’ll enjoy working with us if
You want to work with a team that values collaboration, empowerment, and diversity
You like solving hard problems
You are interested in distributed systems and edge computing

Our stack
Linux (Debian)
NodeJS (Typescript) and Go
InfluxDB & MySQL
MQTT
Grafana
WebSocket
WebRTC
Docker and Vagrant

You don't need to be an expert in all those technologies, we believe it is more relevant to work with people who:
Can be creative and bring new ideas to the table
Want to learn with others
Enjoy working in a team Required skills
Proficient in building REST APIs
Good understanding of database technology
Confident with source control and continuous integration Git/Github
Solid knowledge of programming, algorithms, and data structures
Good communication skills both verbal and written
Education and Experiences
Company: Fives India Engineering & Projects Pvt. Ltd.
Job title: Software Engineer / Senior Software Engineer (Digital/IoT backend engineer)
Job location: Chennai, Tamil Nadu, India
Job department: IT
Educational qualification: BE/B.Tech/MCA in Computer Science or related field.
Work experience: 5 – 8 years
Applicant criteria
Job
IT

General information
Division
Take part in the Sustainability Industry!

Every day in 30 countries, we (8,000 people) create the sustainable solutions the world needs by inventing the technologies of tomorrow across the entire spectrum of industry: from metallurgy to advanced logistics, from cement plants to the tech industry, from the IoT to aerospace.


By Joining Fives, you'll become an entrepreneur who is involved in the design and management of the project from start to finish. Come and work with a group of passionate women and men, proud to be pioneers and above all proud to make the world move forward.
Reference number
2022-3224
Job opening category
Standard
Country
India
Location site
Fives India Engineering & Projects Pvt. Ltd. - Chennai

Division
Take part in the Sustainability Industry!

Every day in 30 countries, we (8,000 people) create the sustainable solutions the world needs by inventing the technologies of tomorrow across the entire spectrum of industry: from metallurgy to advanced logistics, from cement plants to the tech industry, from the IoT to aerospace.


By Joining Fives, you'll become an entrepreneur who is involved in the design and management of the project from start to finish. Come and work with a group of passionate women and men, proud to be pioneers and above all proud to make the world move forward.
Show Less
Report",₹2L - ₹4L (Glassdoor Est.),5001 to 10000 Employees,Company - Private,Manufacturing,Machinery Manufacturing,1812,$2 to $5 billion (USD)
29,"BOEING
3.8",Associate Software Engineer - Virtualization,Bangalore,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Overview
Boeing is the world’s largest (Per Boeing LinkedIn page) aerospace company and a leading provider of commercial airplanes, defense, space, and security systems, and global services. Building on a legacy of over a century of innovation and leadership, Boeing continues to lead the way in technology and innovation, customer delivery, and investment in its people and future growth of aerospace.
In India, Boeing has been a strong partner to the Indian aerospace and defense sectors for more than 75 years. People at Boeing have been supporting mission readiness and modernization of India’s defense forces, and enabling connected, safer, and smarter flying experiences, in the sky, in the seas, and in space.
Technology for today and tomorrow
The Boeing India Engineering & Technology Center (BIETC) is a 3000+ diverse engineering workforce that contributes to global aerospace growth. Our engineers deliver cutting-edge R&D, innovation, and high-quality engineering work in global markets, and leverage new-age technologies such as AI/ML, IIoT, Cloud, Model-Based Engineering, and Additive Manufacturing, shaping the future of aerospace.
People-driven culture
At Boeing, we believe creativity and innovation thrives when every employee is trusted, empowered, and has the flexibility to choose, grow, learn, and explore. We offer variable arrangements depending upon business and customer needs, and professional pursuits that offer greater flexibility in the way our people work. We also believe that collaboration, frequent team engagements, and face-to-face meetings bring diverse perspectives and thoughts – enabling every voice to be heard and every perspective to be respected. No matter where or how our teammates work, we are committed to positively shaping people’s careers and being thoughtful about employee wellbeing.
At Boeing, we are inclusive, diverse, and transformative.
With us, you can create and contribute to what matters most in your career, community, country, and world. Join us in powering the progress of global aerospace.
Boeing Software Engineering team is currently looking for one Associate Software Engineer - Virtualization to join their team in Bengaluru, KA. Shape the future of aircraft development while transforming the way Boeing develops software. As a Software Engineer, you will develop next generation simulation systems that will enable engineering test of flight software. Your products will ensure Boeing’s aircraft continue to be the safest and most efficient to fly.
Position Responsibilities:
This is a software development role. Your duties will include (but are not limited to):
Assist & enable Test Automation framework to target cloud platform along with target CD pipeline
Exercise Agile practices to provide right level transversal service to teams.
Serving as a subject matter expert for Simulation domains, system-specific issues, processes, and regulations.
Accuracy and accountability are key. You will be expected to:
Track and evaluate software team performance.
Develop software verification plans, test procedures, and test environments.
You will work under general direction as part of an agile development team.
Basic Qualifications (Required Skills/Experience):
Excellent hands-on skills on Continuous Integration and Continuous Delivery Tools and practices (Git, GITHUB,BitBucket, GitLAB, Jenkins, Artifactory, SonarQube, Checkmarx), Puppet, Ansible (Deployment Automation).
Hands-on experience of containerization (Docker) and container orchestrators like Kubernetes
Proficiency in Scripting (Python/Perl/Shell Scripting)
Preferred Qualifications (Desired Skills/Experience):
Test Automation
Airplane Systems Knowledge.
Typical education/experience:
Degree and typical experience in engineering classification: Bachelor's and 3 to 5 years’ experience, Master's degree with 1 to 4 years' experience or PhD degree with experience.

Export Control Requirements: Not an export control position

Equal Opportunity Employer:
We are an equal opportunity employer. We do not accept unlawful discrimination in our recruitment or employment practices on any grounds including but not limited to; color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military and veteran status, or other characteristics covered by applicable law.
We have teams in more than 65 countries, and each person plays a role in helping us become one of the world’s most innovative, diverse and inclusive companies. Applicants are encouraged to share with our recruitment team any accommodations required during the recruitment process.
Show Less
Report",₹2L - ₹4L (Glassdoor Est.),10000+ Employees,Company - Public,Aerospace & Defence,Aerospace & Defence,1916,$10+ billion (USD)
30,"Flipkart
4.2",Software Development Engineer II,Bangalore,"About Flipkart Health+
Flipkart Health+ is a new entity within the Flipkart Group which intends to redefine the healthcare services by taking consumers/patients first approach. We want to improve the overall health of our patients/customers across regions within India by solving for accessibility, quality and affordability of healthcare services in India. We are building a team ground up and are looking for people who are passionate about healthcare problem statements and willing to work in a start-up mode to build the superlative experience & innovative services for Indian users/patients across different touch points in the health management journey.
Flipkart is a part of the Walmart-owned Flipkart Group, which also includes group companies Flipkart Health+, Myntra, and Cleartrip. The Group is also a majority shareholder in PhonePe, one of the leading Payments Apps in India.
About the role
We are looking for engineers who are well rounded - quality conscious, product thinkers, business congnizant and smart – not mere coders. Engineers get to significantly amplify their impact with the scale that Flipkart operates at. The same scale also demands the engineers to produce super- efficient solutions. Engineers participate and breed the culture of self-drive which is fuelled with merit based opportunities. In the pursuit of excellence, Flipsters compete against themselves because there is no competitor in the radar. Flipsters’ area of work includes advanced information-retrieval algorithms, massive scalability, elastic storage, predictive analytics, fraud detection, inventory planning, supply chain, and large- scale applications that enrich the user experience, to name a few. Working with the market leader, engineers mostly solve challenges-never- seen-before. The environment makes receptive people with open mind and a drive of ownership to succeed and create impact.The excitement gets further fuelled with the impact of flipsters’ work felt and complimented by friends and family in India.
At Flipkart we miss no opportunity to celebrate our accomplishments. While we work hard, we party harder which helps us work hard again.

What you’ll do:
Drive discussions to create/improve product, process and technology
Coding
 Thinking tools, creating tools
 Build abstractions and contracts with separation of concerns for a larger scope
 Rapid proto-typing
 Robust and scalable web-based applications
Design
 Do high level design with guidance; Functional modelling, break-down of a module
 Thinking platforms &amp; reuse
Architecture
 Do incremental changes to architecture: impact analysis of the same
 Do performance tuning and improvements in large scale distributed systems
Org Development
 Mentor young minds and foster team spirit.

What you’ll need:
 The farsightedness it takes to look at business problems critically from more than one perspective.
 The capability to craft object-oriented models and design data structures, implement business logic and data models with suitable class design.
 Ability to break-down larger/fuzzier problems into smaller ones in the scope of the = product
 Sound soft skills to gel with colleagues from other teams in order to harness the development process.
 An understanding of the industry’s coding standards and an ability to create appropriate technical documentation.

You (Must Haves):
 Extensive and expert programming experience in any one programming language (strong OO skills preferred).
Deep experience in at least one general programming language (Java, Ruby, Clojure, Scala, C/C++ and SQL)
 A solid foundation in computer science, with strong competencies in data structures, algorithms, and software design.
 Have a penchant for solving complex and interesting problems
 Worked in startup like environment with high levels of ownership and commitment
 BTech, MTech, or PhD in Computer Science or related technical discipline (or equivalent).
 Excellent coding skills – should be able to convert design into code fluently Good skills to write unit &amp; integration tests with reasonable coverage of code &amp; interfaces - TDD is a plus
 Experience in building highly scalable business applications, which involve implementing large complex business flows and dealing with huge amount of data. Experience with multi-threading and concurrency programming
 3 years and above exposure in the art of writing codes and solving problems for large scale.
You’re Cheers!
Apart from all the general benefits of best in industry compensation, equity, healthcare etc , Flipart prides in calling out the big hand for you to be
 Great Work, Great People and Great environment. We call ourselves an incubator for engineers where you get all the optimal conditions to do and experience your best.
Apply Now: click Apply Now
Show Less
Report",₹2L - ₹5L (Glassdoor Est.),10000+ Employees,Company - Private,Information Technology,Internet & Web Services,2007,$5 to $10 billion (USD)
31,"PathFactory
4.1",Integration Software Engineer,Remote,"PathFactory is revolutionizing the way that B2B companies interact with their buyers. In much the same way that modern publishing platforms like Netflix can provide a fantastically micro-personalized experience because they are intimately familiar with your past content consumption, like which movies you’ve finished or which shows you stopped watching after just one episode, and they have a ton of content intelligence about every title. That’s what we’re bringing to B2B marketing at PathFactory - hyper-relevant recommendations that encourage your audience to binge-consume your content and create self-directed journeys at scale.
PathFactory helps B2B marketers understand the role of content in the buyer’s journey and discover a new class of data to optimize the path to purchase. PathFactory uses this data and insight to optimize content delivery across every channel, connecting buyers with the most relevant information whenever and wherever they click.
As an Integration Software Engineer, you will work closely with our product managers and partner management team to design and develop integration between the PathFactory platform and external systems including Adobe AEM.
We’re looking for integration engineers with hands-on experience designing and developing integration between multiple software application platforms.
What is a typical day at PathFactory like for Integration Software Engineer?
Design, Solutions & Implement AEM based web applications
Work with Product Managers to convert user stories to software solutions
Create automated sync jobs of assets on a periodic basis from AEM to an external system using AEM API
Build custom AEM components that accept information from external APIs
Embed external content views inside AEM
Embed external activation layer in AEM pages
Embed external tracking scripts inside AEM pages
Develop data share between the external data lake and AEM for analytics/reporting
What does PathFactory look for when hiring Integration Software Engineer?
3-5 years of experience with Adobe Experience Manager
Deep knowledge of Adobe Experience Manager and AEM Core components
Strong Java (OSGi, JSP, Servlets, Core Java, REST web services, Spring) and web development (HTML, JS, CSS, jQuery, React etc.)
Strong knowledge and experience in integration with components of Adobe Marketing Cloud (including Adobe Target, and Adobe Analytics)
Knowledge of integration technology like webhooks, event streaming, API
Knowledge of Git, Jira, Jenkins, Postman, and Cloud Technologies
Good organization, communication, and interpersonal skills
Ability to work and communicate effectively with peers and management, including interacting with a globally dispersed team
Location:
This is a remote role in India, preferably in Bangalore, Delhi, or Hyderabad. This role requires flexible working hours that overlap 8 am to 12 pm EST.
Why is working for this leadership team a great career experience?
PathFactory CEO, Dev Ganesan, is the former CEO of ItemMaster, a product content management company and PathFactory customer that was acquired by Gladson (now Syndigo) in January 2019. Prior to ItemMaster, he led Fishbowl, Inc., a leading restaurant marketing and analytics company, and Aptara, a digital content and publishing leader. Ganesan has in-depth experience in building and scaling companies in the digital, mobile, content, and data analytics industries. He is the recipient of the Ernst & Young 2017 Entrepreneur-of-the-Year award, Future 50 award in 2014 and 2013, and was recognized as a Washington Tech Titan in 2013.
Why Work at PathFactory?
This is where we get to boast a little about why we’re awesome and why it would be awesome for you to work with us. PathFactory is a fast-growing, innovative marketing technology company with a corporate culture that values individuality and diversity. We work hard and play hard and we do both with passion and respect for one another. Our company promotes a fast-paced, fun, friendly and highly collaborative work environment. PathFactory’s leadership is transparent, approachable, and committed to the growth of each and every team member.
Don’t forget to check out our TrustRadius and G2 Crowd reviews to hear from our customers too.
Interested? We’d love to hear from you.
If you believe you have the right stuff, apply below. Attach your resume and a short cover letter telling us why you are the right person for this job! We are marketers, not HR people, so feel free to let a bit of your personality come through. www.pathfactory.com
PathFactory is an equal opportunity employer.
It prohibits discrimination based on age, colour, disability, national origin, race, religion, sex, sexual orientation, and any other legally protected class in accordance with applicable federal, provincial, and local laws. PathFactory is committed to creating and maintaining an inclusive and accessible workplace. If you are contacted for an interview and require accommodation during the interviewing process, please let us know.

O8SvzyAvAq
Show Less
Report",₹2L - ₹5L (Glassdoor Est.),51 to 200 Employees,Company - Private,Information Technology,Computer Hardware Development,2013,$5 to $25 million (USD)
32,"Neilsoft
3.7",Software Engineer (AI/ML),Pune,"Job Code: SES-0123-004
Location: Pune
Position: Software Engineer (AI/ML)
Qualification: B.E./B.Tech/M.E./M.Tech


Responsibilities:
Study and transform data science prototypes
Designing Machine Learning systems and self-running Artificial Intelligence (AI) software to automate predictive models
Research and implement appropriate ML algorithms and tools
Develop Machine Learning applications according to requirements
Select appropriate datasets and data representation methods
Run Machine Learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field


Required Skills/Abilities:
2 – 4 years’ experience in AI/ML
Good knowledge of Data Structures and Algorithms, and Mathematical Aptitude
Excellent programming skills in Python and basic libraries for Machine Learning such as scikit-learn and pandas
Must have a very good understanding of AI/ML algorithms and methods
Prior knowledge of MLOps tools and Deep Learning methods and tools like PyTorch, Keras, or TensorFlow is preferable
Good communication and people management skills with some experience of client handling


Reporting To:
Lead Software Engineer/Project Manager

The JD is applicable for Special Employee Referral Scheme (ERS)

Please send your resume to careers@neilsoft.com with the job code in the subject line.

Share the page
email
facebook
twitter
linkedin
pinterest
Show Less
Report",₹2L - ₹5L (Glassdoor Est.),501 to 1000 Employees,Company - Private,"Construction, Repair & Maintenance Services",Architectural & Engineering Services,1993,$100 to $500 million (USD)
